claim_id,substance_canonical,claim_text_exact,conditions_of_use,requires_source_of,on_hold,claim_category,reg_reference,health_relationship
GB-VITAMIN-D-0268,Vitamin D,Vitamin D contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,Normal function of immune system and inflammation response
GB-00153,Vitamin D,Vitamin D has a role in the process of cell division,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,cell division
GB-VITAMIN-E-0270,Vitamin E,Vitamin E contributes to the protection of cells from oxidative stress,The claim may be used only for food which is at least a source of vitamin E as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,"protection of DNA, proteins and lipids from oxidative damage"
GB-VITAMIN-K-0271,Vitamin K,Vitamin K contributes to normal blood clotting,The claim may be used only for food which is at least a source of vitamin K as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,blood coagulation
GB-VITAMIN-K-0272,Vitamin K,Vitamin K contributes to the maintenance of normal bones,The claim may be used only for food which is at least a source of vitamin K as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of bones
GB-WALNUTS-0273,Walnuts,Walnuts contribute to the improvement of the elasticity of blood vessels,"The claim may be used only for food which provides a daily intake of 30 g of walnuts. In order to bear the claim, information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 30 g of walnuts.",False,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,Improvement of endothelium-dependent vasodilation
GB-WATER-0274,Water,Water contributes to the maintenance of normal physical and cognitive functions,"In order to bear the claim, information shall be given to the consumer that in order to obtain the claimed effect, at least 2,0 L of water, from all sources, should be consumed per day.       The claim may be used only on water complying with Directives 2009/54/EC and/or 98/83/EC",False,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal physical and cognitive functions
GB-01208,Water,Water contributes to the maintenance of normal regulation of the body's temperature,"In order to bear the claim, information shall be given to the consumer that in order to obtain the claimed effect, at least 2,0 L of water, from all sources, should be consumed per day.       The claim may be used only on water complying with Directives 2009/54/EC and/or 98/83/EC",False,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal thermoregulation
GB-WHEAT-BRAN-FIBRE-0276,Wheat bran fibre,Wheat bran fibre contributes to an acceleration of intestinal transit,The claim may be used only for food which is high in that fibre as referred to in the claim HIGH FIBRE as listed in the Annex to Regulation (EC) No 1924/2006. In order to bear the claim information shall be given to the consumer that the claimed effect is obtained with a daily intake of at least 10 g of wheat bran fibre.,False,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,reduction in intestinal transit time
GB-03066,Wheat bran fibre,Wheat bran fibre contributes to an increase in faecal bulk,The claim may be used only for food which is high in that fibre as referred to in the claim HIGH FIBRE as listed in the Annex to Regulation (EC) No 1924/2006.,False,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,Increase in faecal bulk
GB-ZINC-0278,Zinc,Zinc contributes to normal DNA synthesis,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,DNA synthesis and cell division
GB-00360,Zinc,Zinc contributes to normal acid-base metabolism,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,acid-base metabolism
GB-00382,Zinc,Zinc contributes to normal carbohydrate metabolism,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal carbohydrate metabolism
GB-00296,Zinc,Zinc contributes to normal cognitive function,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,cognitive function
GB-ZINC-0283,Zinc,Zinc contributes to normal fertility and reproduction,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,fertility and reproduction
GB-02890,Zinc,Zinc contributes to normal macronutrient metabolism,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal macronutrient metabolism
GB-00302,Zinc,Zinc contributes to normal metabolism of fatty acids,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal serum testosterone concentrations
GB-00361,Zinc,Zinc contributes to normal metabolism of vitamin A,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,vitamin A metabolism
GB-ZINC-0287,Zinc,Zinc contributes to normal protein synthesis,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal protein synthesis
GB-ZINC-0288,Zinc,Zinc contributes to the maintenance of normal bones,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of bones
GB-00412,Zinc,Zinc contributes to the maintenance of normal hair,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal hair
GB-00412,Zinc,Zinc contributes to the maintenance of normal nails,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal nails
GB-00293,Zinc,Zinc contributes to the maintenance of normal skin,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal skin
GB-00301,Zinc,Zinc contributes to the maintenance of normal testosterone levels in the blood,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,fertility and reproduction
GB-00361,Zinc,Zinc contributes to the maintenance of normal vision,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of vision
GB-ZINC-0294,Zinc,Zinc contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,function of the immune system
GB-ZINC-0295,Zinc,Zinc contributes to the protection of cells from oxidative stress,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,"protection of DNA, proteins and lipids from oxidative damage"
GB-ZINC-0296,Zinc,Zinc has a role in the process of cell division,The claim may be used only for food which is at least a source of zinc as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,DNA synthesis and cell division
GB-CARBOHYDRATES-0298,Carbohydrates,<p>Carbohydrates contribute to the recovery of normal muscle function (contraction) after highly intensive and/or long-lasting physical exercise leading to muscle fatigue and the depletion of glycogen stores in skeletal muscle</p>,"The claim may be used only for food which provides carbohydrates which are metabolised by humans (excluding polyols). Information shall be given to the consumer that the beneficial effect is obtained with the consumption of carbohydrates, from all sources, at a total intake of 4 g per kg body weight, at doses, within the first 4 hours and no later than 6 hours, following highly intensive and/or long-lasting physical exercise leading to muscle fatigue and the depletion of glycogen stores in skeletal muscle.
The claim may be used only for foods intended for adults who have performed highly intensive and/or long-lasting physical exercise leading to muscle fatigue and the depletion of glycogen stores in skeletal muscle.",False,False,Art.13(5),Commission Regulation (EU) 2015/7 of 06/01/2015,not applicable
GB--P-NON-DIGESTIBLE-CARBOHYDRATES-P--0299,<p>Non-digestible carbohydrates</p>,<p>Consumption of foods/drinks containing &lt;name of all used non-digestible carbohydrates&gt; instead of sugars induces a lower blood glucose rise after their consumption compared to sugar-containing foods/drinks.</p>,"In order to bear the claim, sugars should be replaced in foods or drinks by non-digestible carbohydrates, which are carbohydrates neither digested nor absorbed in the small intestine, so that foods or drinks contain reduced amounts of sugars by at least the amount referred to in the claim REDUCED [NAME OF NUTRIENT] as listed in the Annex to Regulation (EC) No 1924/2006.",True,False,Art.13(5),Commission Regulation (EU) 2016/854 of 30/05/2016,not applicable
GB--NON-FERMENTABLE-CARBOHYDRATES-0302,“Non-fermentable” carbohydrates,<p>Consumption of foods/drinks containing &lt;name of all used non-fermentable carbohydrates&gt; instead of fermentable carbohydrates contributes to the maintenance of tooth mineralisation.</p>,"In order to bear the claim, fermentable carbohydrates (1**) should be replaced in foods or drinks by non-fermentable carbohydrates (2***) in such amounts that consumption of such foods or drinks does not lower plaque pH below 5,7 during and up to 30 minutes after consumption. (1**) Fermentable carbohydrates are defined as carbohydrates or carbohydrate mixtures as consumed in foods or beverages that lower plaque pH below 5,7, as determined in vivo or in situ by plaque pH telemetry tests, by bacterial fermentation during and up to 30 minutes after consumption. (2***) Non-fermentable carbohydrates are defined as carbohydrates or carbohydrate mixtures as consumed in foods or beverages that do not lower plaque pH, as determined in vivo or in situ by plaque pH telemetry tests, below a conservative value of 5,7 by bacterial fermentation during and up to 30 minutes after consumption.",True,False,Art.13(5),Commission Regulation (EU) 2016/854 of 30/05/2016,not applicable
GB-CREATINE-0303,Creatine,<p>Daily creatine consumption can enhance the effect of resistance training on muscle strength in adults over the age of 55.</p>,"Information shall be provided to the consumer that: 
the claim is tarteting adults over the ag of 55, who are engagted in regular resistance training, 
the bneficial effect is obtaine with a daily intake of 3 g of creatine in conjunction with resistance training, which allows an increase in the workload over time and which should be performed at least three times per week for several weeks, at an intensity of at leat 65 % - 75 % of one repetition maximum load*

The claim may be used only for foods targeting adults over the age of 55, who are engagd in regular resistance training. 

*Repetition maximum loead is the maximum weight or force an individual can exert in a single lift.",False,False,Art.13(5),Commission Regulation (EU) 2017/672 of 07/04/2017,not applicable
GB-LACTITOL-0304,Lactitol,<p>Lactitol contributes to normal bowel function by increasing stool frequency</p>,"The claim may be used only for food supplements which contain 10 g of lactitol in a single daily quantified portion. In order to bear the claim, information shall be given to the consumer that the bneficial effeft is obtained by consuming 10 g of lactitol in one daily dose.

The claim shall not be used for foods targeting children.",False,False,Art.13(5),Commission Regulation (EU) 2017/676 of 10/04/2017,not applicable
GB-SUGAR-BEET-FIBRE-0305,Sugar beet fibre,Sugar beet fibre contributes to an&nbsp;increase in&nbsp;faecal bulk,The claim may be used only for food which is high in that fibre as referred to in the claim HIGH FIBRE as listed in the Annex to Regulation (EC) No 1924/2006,False,False,Art.13(5),Commission Regulation (EU) No 40/2014 of 17/01/2014,not applicable
GB-WATER-SOLUBLE-TOMATO-CONCENTRATE-WSTC-I-AND-II-0306,"Water-Soluble Tomato
Concentrate (WSTC) I and II","Water-Soluble Tomato Concentrate (WSTC) I and II helps maintain normal platelet aggregation, which
contributes to healthy blood flow","Information to the consumer that the
beneficial effect is obtained with a daily
consumption of 3g WSTC I or 150 mg WSTC II in up to 250 ml of either fruit juices, flavoured drinks or yogurt drinks (unless heavily pasteurised) or with a daily consumption of 3 g WSTC I or 150 mg WSTC II in food supplements when taken with a glass of water or other liquid.",True,False,Art.13(5),"Decision 2009/980/EU of 17/12/2009,
Amended by Decision 2010/770/EU of
13/12/2010",not applicable
GB-CALCIUM-AND-VITAMIN-D-0307,Calcium and vitamin D,"<p class=""tbl-txt"">Calcium and vitamin D help to reduce the loss of bone mineral in post-menopausal women. Low bone mineral density is a risk factor for osteoporotic bone fractures</p>","The claim may be used only for food supplements which provide at least 400 mg of calcium and 15 μg of vitamin D per daily portion.

Information shall be given to the consumer that the claim is specifically intended for women 50 years and older and the beneficial effect is obtained with a daily intake of at least 1 200 mg of calcium and 20 μg of vitamin D from all sources.
For food supplements with added calcium and vitamin D the claim may be used only for those targeting women 50 years and older",False,False,Art.14(1)(a),Commission Regulation (EU) No 1228/2014 of 17/11/2014,not applicable
GB-CALCIUM-0309,Calcium,"<p class=""tbl-txt"">Calcium helps to reduce the loss of bone mineral in post-menopausal women. Low bone mineral density is a risk factor for osteoporotic bone fractures</p>","The claim may be used only for food which provides at least 400 mg of calcium per quantified portion. Information shall be given to the consumer that the claim is specifically intended for women 50 years and older and the beneficial effect is obtained with a daily intake of at least 1 200 mg of calcium from all sources.
For foods with added calcium the claim may be used only for those targeting women 50 years and older",False,False,Art.14(1)(a),Commission Regulation (EU) No 1228/2014 of 17/11/2014,not applicable
GB-VITAMIN-D-0311,Vitamin D,"<p class=""tbl-txt"">Vitamin D helps to reduce the risk of falling associated with postural instability and muscle weakness. Falling is a risk factor for bone fractures among men and women 60 years of age and older.</p>","The claim may be used only for food supplements which provide at least 15 μg of vitamin D per daily portion.
Information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 20 μg of vitamin D from all sources.
For food supplements with added vitamin D the claim may be used only for those targeting men and women 60 years and older",False,False,Art.14(1)(a),Commission Regulation (EU) No 1228/2014 of 17/11/2014,not applicable
GB-MONOUNSATURATED-AND-OR-POLYUNSATURATED-FATTY-ACIDS-0312,Monounsaturated and/or polyunsaturated fatty acids,<p>Replacing saturated fats with unsaturated fats in the diet has been shown to lower/reduce blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease</p>,"The claim may be used only for food which is high in unsaturated fatty acids, as referred to in the claim HIGH UNSATURATED FAT as listed in the Annex to Regulation (EC) No 1924/2006.

The claim may only be used on fats and oils",False,False,Art.14(1)(a),Commission Regulation (EU) No 1226/2014 of 17/11/2014,not applicable
GB-FOLIC-ACID-0313,Folic Acid,<p>Supplemental folic acid intake increases maternal folate status. Low maternal folate status is a risk factor in the development of neural tube defects in the developing foetus.</p>,"The claim may be used only for food supplements which provide at least 400 μg of folic acid per daily portion. 
Information shall be provided to the consumer that the target population is women of child-bearing age and the beneficial effect is obtained with a supplemental folic acid daily intake of 400 μg for at least one month before and up to three months after conception.",True,False,Art.14(1)(a),Commission Regulation (EU) No 1135/2014 of 24/10/2014,not applicable
GB-BARLEY-BETA-GLUCANS-0314,Barley beta-glucans,Barley beta-glucans has been shown to lower/reduce blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease,"Information shall be given to the consumer that the beneficial effect is obtained with daily intake of 3 g of barley beta-glucan.
The claim can be used for foods which provide at least 1 g of barley beta-glucan per quantified portion.",False,False,Art.14(1)(a),Commission Regulation (EU) 1048/2012 of 08/11/2012,not applicable
GB-BARLEY-BETA-GLUCANS-0315,Barley beta-glucans,Barley beta-glucans has been shown to lower/reduce blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease.,"Information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 3 g of barley beta-glucan.
The claim can be used for foods which provide at least 1 g of barley beta-glucan per quantified portion.",False,False,Art.14(1)(a),Commission Regulation (EU) 1048/2012 of 08/11/2012,not applicable
GB-CHEWING-GUM-SWEETENED-WITH-100-XYLITOL-0316,Chewing gum sweetened with 100% xylitol,Chewing gum sweetened with 100% xylitol has been shown to reduce dental plaque. High content/level of dental plaque is a risk factor in the development of caries in children,Information to the consumer that the beneficial effect is obtained with a consumption of 2-3g of chewing gum sweetened with 100% xylitol at least 3 times per day after the meals,False,False,Art.14(1)(a),Commission Regulation (EC) No 1024/2009 of 29/10/2009,not applicable
GB-OAT-BETA-GLUCAN-0317,Oat beta-glucan,Oat beta-glucan has been shown to lower/reduce blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease,"Information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 3 g of oat beta-glucan.

The claim can be used for foods which provide at least 1g of oat beta glucan per quantified portion.",False,False,Art.14(1)(a),Commission Regulation (EU) 1160/2011 of 14/11/2011,not applicable
GB-PLANT-STANOL-ESTERS-0318,Plant stanol esters,Plant stanol esters have been shown to lower/reduce blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease.,"Information to the consumer that the beneficial effect is obtained with a daily intake of 1,5-3 g plant stanols. Reference to the magnitude of the effect may only be made for foods within the following categories: yellow fat spreads, dairy products, mayonnaise and salad dressings. When referring to the magnitude of the effect, the range ""7 % to 10 %"" for foods that provide a daily intake of 1,5-2,4 g plant stanols or the range ""10 %-12,5 %"" for foods that provide a daily intake of 2,5-3 g plant stanols and the duration to obtain the effect ""in 2 to 3 weeks"" must be communicated to the consumer.",True,False,Art.14(1)(a),"Commission Regulation (EC) 983/2009 of 21/10/2009 Amended by  Commission Regulation (EC) 376/2010 of 03/05/2010,  Amended by  Commission Regulation (EU) No 686/2014 of 20/06/2014",not applicable
GB-PLANT-STEROLS-PLANT-STANOL-ESTERS-0322,Plant sterols/Plant stanol esters,Plant sterols and plant stanol esters have been shown to lower/reduce blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease.,"Information to the consumer that the beneficial effect is obtained with a daily intake of 1,5-3 g plant sterols/stanols. Reference to the magnitude of the effect may only be made for foods within the following categories: yellow fat spreads, dairy products, mayonnaise and salad dressings. When referring to the magnitude of the effect, the range ""7 % to 10 %"" for foods that provide a daily intake of 1,5-2,4 g plant sterols/stanols or the range ""10 % to 12,5 %"" for foods that provide a daily intake of 2,5-3 g plant sterols/stanols and the duration to obtain the effect ""in 2 to 3 weeks"" must be communicated to the consumer.",True,False,Art.14(1)(a),Commission Regulation (EU) 384/2010 of 05/05/2010 Amended by  Commission Regulation (EU) No 686/2014 of 20/06/2014,not applicable
GB-PLANT-STEROLS-STEROLS-EXTRACTED-FROM-PLANTS-FREE-OR-ESTERIFIED-WITH-FOOD-GRADE-FATTY-ACIDS--0325,"Plant sterols: Sterols extracted from plants, free or esterified with food grade fatty acids.",Plant sterols have been shown to lower/reduce blood cholesterol. High cholesterol is a risk factor in the development of coronary heart disease.,"Information to the consumer that the beneficial effect is obtained with a daily intake of 1,5-3 g plant sterols. Reference to the magnitude of the effect may only be made for foods within the following categories: yellow fat spreads, dairy products, mayonnaise and salad dressings. When referring to the magnitude of the effect, the range ""7 % to 10 %"" for foods that provide a daily intake of 1,5-2,4 g plant sterols or the range ""10 % to 12,5 %"" for foods that provide a daily intake of 2,5-3 g plant sterols and the duration to obtain the effect ""in 2 to 3 weeks"" must be communicated to the consumer.",True,False,Art.14(1)(a),"Commission Regulation (EC) 983/2009 of 21/10/2009 Amended by  Commission Regulation (EC) 376/2010 of 03/05/2010,  Amended by  Commission Regulation (EU) No 686/2014 of 20/06/2014",not applicable
GB-SUGAR-FREE-CHEWING-GUM-0328,Sugar-free chewing gum,Sugar-free chewing gum helps neutralise plaque acids. Plaque acids are a risk factor in the development of dental caries.,"Information shall be given to the consumer that the beneficial effect is obtained with chewing of 2-3 g of sugar-free chewing gum for 20 minutes, at least three times per day after meals.",False,False,Art.14(1)(a),Commission Regulation (EU) 665/2011 of 11/07/2011,not applicable
GB-SUGAR-FREE-CHEWING-GUM-0329,Sugar-free chewing gum,Sugar-free chewing gum helps reduce tooth demineralisation. Tooth demineralisation is a risk factor in the development of dental caries.,"Information shall be given to the consumer that the beneficial effect is obtained with chewing of 2-3 g of sugar-free chewing gum for 20 minutes, at least three times per day after meals.",False,False,Art.14(1)(a),Commission Regulation (EU) 665/2011 of 11/07/2011,not applicable
GB-CALCIUM-AND-VITAMIN-D-0330,Calcium and vitamin D,Calcium and vitamin D are needed for normal growth and development of bone in children,The claim can be used only for food which is at least a source of calcium and vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation 1924/2006.,True,False,Art.14(1)(b),Commission Regulation (EC) 983/2009 of 21/10/2009,not applicable
GB-CALCIUM-0331,Calcium,Calcium is needed for normal growth and development of bone in children.,The claim can be used only for food which is at least a source of calcium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation 1924/2006.,True,False,Art.14(1)(b),Commission Regulation (EC) 983/2009 of 21/10/2009,not applicable
GB-DOCOSAHEXAENOIC-ACID-DHA--0332,Docosahexaenoic acid (DHA),Docosahexaenoic acid (DHA) intake contributes to the normal visual development of infants up to 12 months of age.,"Information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 100 mg of DHA. When the claim is used on follow-on formula, the food shall contain at least 0,3 % of the total fatty acids as DHA.",False,False,Art.14(1)(b),Commission Regulation (EU) No 440/2011 of 06/05/2011,not applicable
GB-DOCOSAHEXAENOIC-ACID-DHA--0335,Docosahexaenoic acid (DHA),Docosahexaenoic acid (DHA) maternal intake contributes to the normal brain development of the foetus and breastfed infants.,"Information shall be given to pregnant and lactating women that the beneficial effect is obtained with a daily intake of 200 mg of DHA in addition to the recommended daily intake for omega-3 fatty acids for adults, i.e.: 250 mg DHA and EPA.
The claim can be used only for food which provides a daily intake of at least 200 mg DHA",False,False,Art.14(1)(b),Commission Regulation (EU) No 440/2011 of 06/05/2011,not applicable
GB-DOCOSAHEXAENOIC-ACID-DHA--0336,Docosahexaenoic acid (DHA),Docosahexaenoic acid (DHA) maternal intake contributes to the normal development of the eye of the foetus and breastfed infants.,"Information shall be given to pregnant and lactating women that the beneficial effect is obtained with a daily intake of 200 mg of DHA in addition to the recommended daily intake for omega-3 fatty acids for adults, i.e.: 250 mg DHA and eicosapentaenoic acid (EPA). 
The claim can be used only for food which provides a daily intake of at least 200 mg DHA.",False,False,Art.14(1)(b),Commission Regulation (EU) No 440/2011 of 06/05/2011,not applicable
GB--ALPHA-LINOLENIC-ACID-ALA-LINOLEIC-ACID-LA-ESSENTIAL-FATTY-ACIDS-0337,"&alpha;-linolenic acid (ALA) & linoleic acid (LA), essential fatty acids",Essential fatty acids are needed for normal growth and development of children.,Information to the consumer that the beneficial effect is obtained with a daily intake of 2 g of α-linolenic acid (ALA) and a daily intake of 10 g of linoleic acid (LA).,False,False,Art.14(1)(b),Commission Regulation (EC) 983/2009 of 21/10/2009 Amended by  Commission Regulation (EC) 376/2010 of 03/05/2010,not applicable
GB-IODINE-0338,Iodine,Iodine contributes to the normal growth of children,The claim can be used only for food which is at least a source of iodine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006,True,False,Art.14(1)(b),Commission Regulation (EU) No 957/2010 of 22/10/2010,not applicable
GB-IRON-0339,Iron,Iron contributes to normal cognitive development of children,The claim can be used only for food which is at least a source of iron as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006,True,False,Art.14(1)(b),Commission Regulation (EU) No 957/2010 of 22/10/2010,not applicable
GB-PHOSPHORUS-0340,Phosphorus,Phosphorus is needed for the normal growth and development of bone in children,The claim can be used only for food which is at least a source of phosphorus as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation 1924/2006,True,False,Art.14(1)(b),Commission Regulation (EC) No 1024/2009 of 29/10/2009,not applicable
GB-PROTEIN-0341,Protein,Protein is needed for normal growth and development of bone in children.,The claim can be used only for food which is at least a source of protein as referred to in the claim SOURCE OF PROTEIN as listed in the Annex to Regulation 1924/2006.,True,False,Art.14(1)(b),Commission Regulation (EC) 983/2009 of 21/10/2009,not applicable
GB-VITAMIN-D-0342,Vitamin D,Vitamin D contributes to the normal function of the immune system in children.,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.14(1)(b),Commission Regulation (EU) 2016/1389 of 17/08/2016,not applicable
GB-VITAMIN-D-0343,Vitamin D,Vitamin D is needed for normal growth and development of bone in children.,The claim can be used only for food which is at least a source of Vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation 1924/2006.,True,False,Art.14(1)(b),Commission Regulation (EC) 983/2009 of 21/10/2009,not applicable
GB-COCOA-FLAVANOLS-0468,Cocoa flavanols,"Cocoa flavanols help maintain the elasticity of blood vessels, which contributes to normal blood flow.",Information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 200mg of cocoa flavanols. The claim can be used only for capsules or tablets containing high flavanol cocoa extract which provide at least a daily intake of 200 mg of cocoa flavanols with a degree of polymerisation 1-10.,True,False,Art.13(5),"Commission 
Regulation 
(EU) 
2015/539
of 
31/03/2015.",not applicable
